YEAR,PART_ID,NAME,DATETIME,LAT,LON,WIND,PRESSURE,CATEGORY,DISTANCE,ID,LEADING,RI,RW,NEAR_LAND
2015,AL01,ANA,2015-05-07 18:00:00,31.2,-77.5,40,1005,LO,272,AL012015,True,False,False,False
2015,AL01,ANA,2015-05-08 00:00:00,31.4,-77.6,40,1003,SS,249,AL012015,True,False,False,True
2015,AL01,ANA,2015-05-08 06:00:00,31.5,-77.6,40,1002,SS,241,AL012015,True,False,False,True
2015,AL01,ANA,2015-05-08 12:00:00,31.5,-77.5,40,1000,SS,247,AL012015,True,False,False,True
2015,AL01,ANA,2015-05-08 18:00:00,31.6,-77.4,45,999,SS,245,AL012015,True,False,False,True
2015,AL01,ANA,2015-05-09 00:00:00,31.9,-77.3,50,998,SS,229,AL012015,False,False,False,True
2015,AL01,ANA,2015-05-09 06:00:00,32.2,-77.5,50,998,TS,194,AL012015,False,False,False,True
2015,AL01,ANA,2015-05-09 12:00:00,32.5,-77.8,50,1001,TS,152,AL012015,False,False,False,True
2015,AL02,BILL,2015-06-16 00:00:00,27.0,-94.3,45,1005,TS,237,AL022015,True,False,False,True
2015,AL02,BILL,2015-06-16 06:00:00,27.6,-95.2,45,1001,TS,139,AL022015,True,False,False,True
2015,AL02,BILL,2015-06-16 12:00:00,28.0,-96.0,50,997,TS,67,AL022015,False,False,False,True
2015,AL02,BILL,2015-06-16 18:00:00,28.2,-96.7,50,997,TS,8,AL022015,False,False,False,True
2015,AL04,DANNY,2015-08-18 12:00:00,10.5,-35.9,35,1008,TS,1333,AL042015,True,False,False,False
2015,AL04,DANNY,2015-08-18 18:00:00,10.7,-37.1,40,1006,TS,1447,AL042015,True,False,False,False
2015,AL04,DANNY,2015-08-19 00:00:00,10.9,-38.4,45,1005,TS,1537,AL042015,True,False,False,False
2015,AL04,DANNY,2015-08-19 06:00:00,11.0,-39.5,45,1003,TS,1494,AL042015,True,False,False,False
2015,AL04,DANNY,2015-08-19 12:00:00,11.2,-40.6,45,1002,TS,1412,AL042015,True,False,False,False
2015,AL04,DANNY,2015-08-19 18:00:00,11.5,-41.5,50,1001,TS,1351,AL042015,False,True,False,False
2015,AL04,DANNY,2015-08-20 00:00:00,11.7,-42.5,55,1000,TS,1280,AL042015,False,True,False,False
2015,AL04,DANNY,2015-08-20 06:00:00,11.9,-43.5,60,998,TS,1215,AL042015,False,True,False,False
2015,AL04,DANNY,2015-08-20 12:00:00,12.3,-44.4,65,995,HU,1179,AL042015,False,True,False,False
2015,AL04,DANNY,2015-08-20 18:00:00,12.8,-45.3,75,990,HU,1161,AL042015,False,True,False,False
2015,AL04,DANNY,2015-08-21 00:00:00,13.2,-46.2,85,981,HU,1137,AL042015,False,True,False,False
2015,AL04,DANNY,2015-08-21 06:00:00,13.5,-47.0,95,973,HU,1112,AL042015,False,True,False,False
2015,AL04,DANNY,2015-08-21 12:00:00,13.8,-47.8,110,960,HU,1092,AL042015,False,True,True,False
2015,AL04,DANNY,2015-08-21 18:00:00,14.3,-48.6,105,966,HU,1099,AL042015,False,False,True,False
2015,AL04,DANNY,2015-08-22 00:00:00,14.7,-49.4,95,973,HU,1100,AL042015,False,False,True,False
2015,AL04,DANNY,2015-08-22 06:00:00,15.0,-50.3,85,980,HU,1009,AL042015,False,False,True,False
2015,AL04,DANNY,2015-08-22 12:00:00,15.3,-51.4,75,985,HU,901,AL042015,False,False,True,False
2015,AL04,DANNY,2015-08-22 18:00:00,15.5,-52.7,65,990,HU,774,AL042015,False,False,True,False
2015,AL04,DANNY,2015-08-23 00:00:00,15.6,-54.0,55,999,TS,648,AL042015,False,False,True,False
2015,AL04,DANNY,2015-08-23 06:00:00,15.7,-55.3,50,1001,TS,530,AL042015,False,False,True,False
2015,AL06,FRED,2015-08-30 00:00:00,11.6,-17.5,30,1007,TD,116,AL062015,True,True,False,True
2015,AL06,FRED,2015-08-30 06:00:00,12.2,-18.4,35,1005,TS,183,AL062015,True,True,False,True
2015,AL06,FRED,2015-08-30 12:00:00,13.1,-19.5,45,1004,TS,297,AL062015,True,True,False,False
2015,AL06,FRED,2015-08-30 18:00:00,14.0,-20.7,55,998,TS,294,AL062015,False,True,False,False
2015,AL06,FRED,2015-08-31 00:00:00,14.6,-21.7,65,992,HU,168,AL062015,False,True,False,True
2015,AL06,FRED,2015-08-31 06:00:00,15.3,-22.5,70,989,HU,68,AL062015,False,True,False,True
2015,AL06,FRED,2015-08-31 12:00:00,16.1,-23.3,75,986,HU,36,AL062015,False,True,True,True
2015,AL06,FRED,2015-08-31 18:00:00,16.8,-24.1,70,988,HU,20,AL062015,False,False,True,True
2015,AL06,FRED,2015-09-01 00:00:00,17.4,-24.9,65,991,HU,28,AL062015,False,False,True,True
2015,AL06,FRED,2015-09-01 06:00:00,17.8,-25.7,60,994,TS,87,AL062015,False,False,True,True
2015,AL06,FRED,2015-09-01 12:00:00,18.2,-26.7,50,1000,TS,192,AL062015,False,False,True,True
2015,AL07,GRACE,2015-09-05 06:00:00,12.0,-23.1,25,1010,TD,330,AL072015,True,False,False,False
2015,AL07,GRACE,2015-09-05 12:00:00,12.2,-24.4,30,1008,TD,293,AL072015,True,False,False,False
2015,AL07,GRACE,2015-09-05 18:00:00,12.3,-25.7,35,1007,TS,315,AL072015,True,False,False,False
2015,AL07,GRACE,2015-09-06 00:00:00,12.4,-26.9,40,1005,TS,382,AL072015,True,False,False,False
2015,AL07,GRACE,2015-09-06 06:00:00,12.5,-28.0,45,1002,TS,466,AL072015,True,False,False,False
2015,AL07,GRACE,2015-09-06 12:00:00,12.7,-29.2,50,1000,TS,567,AL072015,False,False,False,False
2015,AL11,JOAQUIN,2015-09-28 12:00:00,27.7,-69.7,30,1006,TD,622,AL112015,True,False,False,False
2015,AL11,JOAQUIN,2015-09-28 18:00:00,27.4,-70.0,30,1003,TD,578,AL112015,True,True,False,False
2015,AL11,JOAQUIN,2015-09-29 00:00:00,26.9,-70.1,35,1002,TS,538,AL112015,True,True,False,False
2015,AL11,JOAQUIN,2015-09-29 06:00:00,26.5,-70.3,35,1002,TS,497,AL112015,True,True,False,False
2015,AL11,JOAQUIN,2015-09-29 12:00:00,26.2,-70.5,45,999,TS,462,AL112015,True,True,False,False
2015,AL11,JOAQUIN,2015-09-29 18:00:00,26.0,-70.8,55,992,TS,425,AL112015,False,True,False,False
2015,AL11,JOAQUIN,2015-09-30 00:00:00,25.8,-71.3,60,985,TS,371,AL112015,False,True,False,False
2015,AL11,JOAQUIN,2015-09-30 06:00:00,25.4,-71.8,65,978,HU,306,AL112015,False,True,False,False
2015,AL11,JOAQUIN,2015-09-30 12:00:00,24.9,-72.2,70,971,HU,246,AL112015,False,True,False,True
2015,AL11,JOAQUIN,2015-09-30 18:00:00,24.4,-72.5,80,961,HU,202,AL112015,False,True,False,True
2015,AL11,JOAQUIN,2015-10-01 00:00:00,23.9,-72.9,100,951,HU,160,AL112015,False,True,False,True
2015,AL11,JOAQUIN,2015-10-01 06:00:00,23.5,-73.3,110,947,HU,108,AL112015,False,True,False,True
2015,AL11,JOAQUIN,2015-10-01 12:00:00,23.1,-73.7,115,942,HU,49,AL112015,False,True,False,True
2015,AL11,JOAQUIN,2015-10-01 18:00:00,23.0,-74.2,115,936,HU,26,AL112015,False,False,False,True
2015,AL11,JOAQUIN,2015-10-02 00:00:00,22.9,-74.4,120,931,HU,20,AL112015,False,False,False,True
2015,AL11,JOAQUIN,2015-10-02 06:00:00,23.0,-74.7,120,935,HU,20,AL112015,False,False,False,True
2015,AL11,JOAQUIN,2015-10-02 12:00:00,23.4,-74.8,115,937,HU,34,AL112015,False,False,False,True
2015,AL11,JOAQUIN,2015-10-02 18:00:00,23.8,-74.7,110,941,HU,18,AL112015,False,True,False,True
2015,AL11,JOAQUIN,2015-10-03 00:00:00,24.3,-74.3,115,943,HU,28,AL112015,False,True,False,True
2015,AL11,JOAQUIN,2015-10-03 06:00:00,24.8,-73.6,120,945,HU,117,AL112015,False,True,False,True
2015,AL11,JOAQUIN,2015-10-03 12:00:00,25.4,-72.6,135,934,HU,238,AL112015,False,True,True,True
2015,AL11,JOAQUIN,2015-10-03 18:00:00,26.3,-71.0,130,934,HU,426,AL112015,False,False,True,False
2015,AL11,JOAQUIN,2015-10-04 00:00:00,27.4,-69.5,115,941,HU,618,AL112015,False,False,True,False
2015,AL11,JOAQUIN,2015-10-04 06:00:00,28.9,-68.3,105,949,HU,498,AL112015,False,False,True,False
2015,AL11,JOAQUIN,2015-10-04 12:00:00,30.4,-67.2,95,956,HU,304,AL112015,False,False,True,False
2015,AL11,JOAQUIN,2015-10-04 18:00:00,31.6,-66.5,85,958,HU,170,AL112015,False,False,True,True
2015,AL11,JOAQUIN,2015-10-05 00:00:00,32.6,-66.0,75,961,HU,108,AL112015,False,False,True,True
2015,AL11,JOAQUIN,2015-10-05 06:00:00,33.6,-65.6,75,964,HU,159,AL112015,False,False,False,True
2015,AL11,JOAQUIN,2015-10-05 12:00:00,34.4,-65.2,75,964,HU,235,AL112015,False,False,False,True
2015,AL11,JOAQUIN,2015-10-05 18:00:00,35.3,-64.5,75,964,HU,336,AL112015,False,False,False,False
2015,AL11,JOAQUIN,2015-10-06 00:00:00,36.2,-63.6,75,967,HU,450,AL112015,False,False,False,False
2015,AL11,JOAQUIN,2015-10-06 06:00:00,37.0,-62.3,75,970,HU,574,AL112015,False,False,False,False
2015,AL11,JOAQUIN,2015-10-06 12:00:00,37.9,-60.4,70,974,HU,745,AL112015,False,False,False,False
2015,AL11,JOAQUIN,2015-10-06 18:00:00,38.8,-58.0,70,974,HU,763,AL112015,False,False,False,False
2015,AL11,JOAQUIN,2015-10-07 00:00:00,39.6,-54.9,70,974,HU,793,AL112015,False,False,False,False
2015,AL11,JOAQUIN,2015-10-07 06:00:00,40.3,-51.5,65,977,HU,720,AL112015,False,False,False,False
2015,AL11,JOAQUIN,2015-10-07 12:00:00,41.0,-47.5,60,977,TS,775,AL112015,False,False,False,False
2015,AL11,JOAQUIN,2015-10-07 18:00:00,41.5,-43.3,60,977,TS,972,AL112015,False,False,False,False
2015,AL11,JOAQUIN,2015-10-08 00:00:00,41.9,-39.1,55,977,LO,716,AL112015,False,False,False,False
2015,AL11,JOAQUIN,2015-10-08 06:00:00,42.4,-35.0,50,977,LO,454,AL112015,False,False,False,False
2015,AL12,KATE,2015-11-08 18:00:00,22.2,-71.5,30,1010,TD,46,AL122015,True,False,False,True
2015,AL12,KATE,2015-11-09 00:00:00,22.8,-72.6,30,1010,TD,51,AL122015,True,False,False,True
2015,AL12,KATE,2015-11-09 06:00:00,23.4,-73.7,35,1010,TS,80,AL122015,True,False,False,True
2015,AL12,KATE,2015-11-09 12:00:00,24.1,-74.8,40,1008,TS,32,AL122015,True,False,False,True
2015,AL12,KATE,2015-11-09 18:00:00,25.0,-75.7,45,1008,TS,37,AL122015,True,False,False,True
2015,AL12,KATE,2015-11-10 00:00:00,26.4,-76.2,50,1006,TS,83,AL122015,False,False,False,True
2015,AL12,KATE,2015-11-10 06:00:00,28.0,-76.2,55,1003,TS,181,AL122015,False,False,False,True
2015,AL12,KATE,2015-11-10 12:00:00,29.5,-75.4,60,998,TS,362,AL122015,False,False,False,False
2015,AL12,KATE,2015-11-10 18:00:00,31.2,-74.0,60,993,TS,454,AL122015,False,False,False,False
2015,AL12,KATE,2015-11-11 00:00:00,33.1,-71.3,65,990,HU,463,AL122015,False,False,False,False
2015,AL12,KATE,2015-11-11 06:00:00,35.2,-67.6,70,985,HU,408,AL122015,False,False,False,False
2015,AL12,KATE,2015-11-11 12:00:00,36.2,-62.5,75,980,HU,486,AL122015,False,False,False,False
2015,AL12,KATE,2015-11-11 18:00:00,37.6,-58.2,65,980,HU,848,AL122015,False,False,False,False
2015,AL12,KATE,2015-11-12 00:00:00,38.9,-55.0,65,980,EX,868,AL122015,False,False,False,False
2015,AL12,KATE,2015-11-12 06:00:00,40.0,-52.0,65,980,EX,747,AL122015,False,False,False,False
2015,AL12,KATE,2015-11-12 12:00:00,41.3,-50.4,55,981,EX,635,AL122015,False,False,False,False
2015,AL12,KATE,2015-11-12 18:00:00,41.9,-49.9,55,983,EX,589,AL122015,False,False,False,False
2015,AL12,KATE,2015-11-13 00:00:00,41.5,-49.2,50,985,EX,655,AL122015,False,False,False,False
2016,AL01,ALEX,2016-01-07 00:00:00,26.6,-75.3,40,1010,EX,175,AL012016,True,False,False,True
2016,AL01,ALEX,2016-01-07 06:00:00,27.6,-74.7,45,1003,EX,264,AL012016,True,False,False,False
2016,AL01,ALEX,2016-01-07 12:00:00,28.7,-73.8,50,997,EX,404,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-07 18:00:00,30.0,-72.5,55,987,EX,593,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-08 00:00:00,31.4,-70.6,55,986,EX,548,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-08 06:00:00,32.4,-68.8,55,986,EX,367,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-08 12:00:00,33.0,-67.1,45,991,EX,220,AL012016,False,False,False,True
2016,AL01,ALEX,2016-01-08 18:00:00,33.5,-65.0,45,991,EX,134,AL012016,False,False,False,True
2016,AL01,ALEX,2016-01-09 00:00:00,34.0,-62.9,45,991,EX,265,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-09 06:00:00,34.5,-60.5,50,991,EX,475,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-09 12:00:00,35.0,-58.3,55,989,EX,679,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-09 18:00:00,35.1,-56.1,60,985,EX,870,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-10 00:00:00,34.4,-54.2,65,981,EX,1018,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-10 06:00:00,33.7,-52.7,65,981,EX,1145,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-10 12:00:00,32.9,-51.2,65,979,EX,1282,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-10 18:00:00,32.1,-49.1,60,980,EX,1483,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-11 00:00:00,31.6,-46.5,55,980,EX,1630,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-11 06:00:00,31.6,-44.6,55,980,EX,1488,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-11 12:00:00,31.3,-43.4,55,980,EX,1424,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-11 18:00:00,30.0,-42.5,50,982,EX,1468,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-12 00:00:00,28.4,-41.7,50,985,EX,1559,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-12 06:00:00,26.3,-40.2,50,988,EX,1681,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-12 12:00:00,25.0,-38.0,50,988,EX,1582,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-12 18:00:00,25.1,-35.9,50,988,SS,1413,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-13 00:00:00,25.4,-34.7,50,988,SS,1341,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-13 06:00:00,25.6,-33.6,45,989,SS,1276,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-13 12:00:00,26.0,-32.5,45,989,SS,1237,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-13 18:00:00,26.7,-31.4,45,990,SS,1237,AL012016,False,True,False,False
2016,AL01,ALEX,2016-01-14 00:00:00,27.9,-30.4,55,988,SS,1124,AL012016,False,True,False,False
2016,AL01,ALEX,2016-01-14 06:00:00,29.3,-29.6,65,985,HU,950,AL012016,False,True,False,False
2016,AL01,ALEX,2016-01-14 12:00:00,30.8,-28.7,75,981,HU,762,AL012016,False,True,False,False
2016,AL01,ALEX,2016-01-14 18:00:00,32.5,-28.0,75,981,HU,563,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-15 00:00:00,33.9,-27.6,70,984,HU,409,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-15 06:00:00,35.4,-27.2,65,986,HU,257,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-15 12:00:00,38.0,-27.0,55,986,TS,75,AL012016,False,False,False,True
2016,AL01,ALEX,2016-01-15 18:00:00,41.5,-27.7,55,986,EX,272,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-16 00:00:00,45.1,-28.9,55,984,EX,650,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-16 06:00:00,48.9,-30.2,55,982,EX,1048,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-16 12:00:00,53.0,-32.0,55,980,EX,1039,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-16 18:00:00,56.0,-37.0,55,979,EX,577,AL012016,False,False,False,False
2016,AL01,ALEX,2016-01-17 00:00:00,57.0,-42.0,70,978,EX,333,AL012016,False,False,False,False
2016,AL03,COLIN,2016-06-06 12:00:00,26.4,-87.3,45,1004,TS,350,AL032016,True,False,False,False
2016,AL03,COLIN,2016-06-06 18:00:00,28.1,-86.1,45,1003,TS,196,AL032016,True,False,False,True
2016,AL03,COLIN,2016-06-07 00:00:00,29.4,-84.3,45,1001,TS,61,AL032016,True,False,False,True
2016,AL03,COLIN,2016-06-07 06:00:00,30.7,-82.1,45,1003,TS,0,AL032016,True,False,False,True
2016,AL03,COLIN,2016-06-07 12:00:00,33.2,-78.5,45,1000,EX,64,AL032016,True,False,False,True
2016,AL03,COLIN,2016-06-07 18:00:00,35.5,-74.4,50,996,EX,107,AL032016,False,False,False,True
2016,AL03,COLIN,2016-06-08 00:00:00,38.0,-70.0,50,994,EX,363,AL032016,False,False,False,False
2016,AL03,COLIN,2016-06-08 06:00:00,40.0,-65.0,50,992,EX,395,AL032016,False,False,False,False
2016,AL03,COLIN,2016-06-08 12:00:00,41.0,-61.0,50,988,EX,439,AL032016,False,False,False,False
2016,AL05,EARL,2016-08-02 06:00:00,16.3,-77.5,40,1004,TS,169,AL052016,True,False,False,True
2016,AL05,EARL,2016-08-02 12:00:00,16.3,-79.2,40,1003,TS,235,AL052016,True,False,False,True
2016,AL05,EARL,2016-08-02 18:00:00,16.3,-80.8,45,1001,TS,293,AL052016,True,False,False,False
2016,AL05,EARL,2016-08-03 00:00:00,16.4,-82.2,55,994,TS,180,AL052016,False,False,False,True
2016,AL05,EARL,2016-08-03 06:00:00,16.0,-83.1,55,993,TS,87,AL052016,False,False,False,True
2016,AL05,EARL,2016-08-03 12:00:00,16.3,-84.3,60,989,TS,56,AL052016,False,False,False,True
2016,AL05,EARL,2016-08-03 18:00:00,16.9,-85.4,65,988,HU,74,AL052016,False,False,False,True
2016,AL05,EARL,2016-08-04 00:00:00,17.3,-86.9,70,984,HU,99,AL052016,False,False,False,True
2016,AL05,EARL,2016-08-04 06:00:00,17.4,-88.3,75,979,HU,0,AL052016,False,False,True,True
2016,AL05,EARL,2016-08-04 12:00:00,17.4,-89.4,60,989,TS,0,AL052016,False,False,True,True
2016,AL05,EARL,2016-08-04 18:00:00,17.6,-90.3,40,995,TS,0,AL052016,False,False,True,True
2016,AL05,EARL,2016-08-05 00:00:00,18.0,-91.2,35,1000,TS,0,AL052016,False,False,True,True
2016,AL05,EARL,2016-08-05 06:00:00,18.3,-92.3,35,1001,TS,0,AL052016,False,False,False,True
2016,AL05,EARL,2016-08-05 12:00:00,18.5,-93.5,40,1001,TS,10,AL052016,False,False,False,True
2016,AL05,EARL,2016-08-05 18:00:00,18.7,-94.7,50,999,TS,23,AL052016,False,False,False,True
2016,AL05,EARL,2016-08-06 00:00:00,18.9,-95.6,50,999,TS,19,AL052016,False,False,False,True
2016,AL07,GASTON,2016-08-22 06:00:00,11.2,-24.8,25,1009,LO,406,AL072016,True,False,False,False
2016,AL07,GASTON,2016-08-22 12:00:00,11.5,-26.5,30,1008,TD,435,AL072016,True,True,False,False
2016,AL07,GASTON,2016-08-22 18:00:00,12.0,-28.2,35,1007,TS,517,AL072016,True,True,False,False
2016,AL07,GASTON,2016-08-23 00:00:00,12.5,-29.9,40,1006,TS,645,AL072016,True,True,False,False
2016,AL07,GASTON,2016-08-23 06:00:00,13.0,-31.6,45,1005,TS,798,AL072016,True,True,False,False
2016,AL07,GASTON,2016-08-23 12:00:00,13.5,-33.4,55,1003,TS,952,AL072016,False,True,False,False
2016,AL07,GASTON,2016-08-23 18:00:00,13.9,-35.0,55,1003,TS,1095,AL072016,False,False,False,False
2016,AL07,GASTON,2016-08-24 00:00:00,14.2,-36.5,55,1000,TS,1239,AL072016,False,False,False,False
2016,AL07,GASTON,2016-08-24 06:00:00,14.8,-37.9,60,997,TS,1369,AL072016,False,False,False,False
2016,AL07,GASTON,2016-08-24 12:00:00,15.8,-39.1,65,992,HU,1478,AL072016,False,False,False,False
2016,AL07,GASTON,2016-08-24 18:00:00,16.9,-40.2,65,988,HU,1584,AL072016,False,False,False,False
2016,AL07,GASTON,2016-08-25 00:00:00,18.0,-41.4,65,988,HU,1709,AL072016,False,False,False,False
2016,AL07,GASTON,2016-08-25 06:00:00,18.9,-42.7,65,988,HU,1850,AL072016,False,False,False,False
2016,AL07,GASTON,2016-08-25 12:00:00,19.8,-44.0,60,992,TS,1805,AL072016,False,False,False,False
2016,AL07,GASTON,2016-08-25 18:00:00,21.0,-45.0,55,996,TS,1766,AL072016,False,False,False,False
2016,AL07,GASTON,2016-08-26 00:00:00,22.3,-46.0,55,996,TS,1725,AL072016,False,False,False,False
2016,AL07,GASTON,2016-08-26 06:00:00,23.6,-47.0,55,996,TS,1671,AL072016,False,False,False,False
2016,AL07,GASTON,2016-08-26 12:00:00,24.8,-47.9,55,996,TS,1640,AL072016,False,False,False,False
2016,AL07,GASTON,2016-08-26 18:00:00,25.8,-49.1,55,996,TS,1589,AL072016,False,False,False,False
2016,AL07,GASTON,2016-08-27 00:00:00,26.7,-50.3,55,996,TS,1538,AL072016,False,False,False,False
2016,AL07,GASTON,2016-08-27 06:00:00,27.5,-51.5,55,996,TS,1392,AL072016,False,True,False,False
2016,AL07,GASTON,2016-08-27 12:00:00,28.1,-52.8,60,992,TS,1248,AL072016,False,True,False,False
2016,AL07,GASTON,2016-08-27 18:00:00,28.7,-53.6,65,989,HU,1149,AL072016,False,True,False,False
2016,AL07,GASTON,2016-08-28 00:00:00,29.3,-54.2,75,980,HU,1070,AL072016,False,True,False,False
2016,AL07,GASTON,2016-08-28 06:00:00,29.9,-54.5,80,976,HU,1021,AL072016,False,True,False,False
2016,AL07,GASTON,2016-08-28 12:00:00,30.3,-54.7,90,969,HU,990,AL072016,False,True,False,False
2016,AL07,GASTON,2016-08-28 18:00:00,30.5,-55.0,100,962,HU,957,AL072016,False,True,False,False
2016,AL07,GASTON,2016-08-29 00:00:00,30.6,-55.2,105,955,HU,935,AL072016,False,True,False,False
2016,AL07,GASTON,2016-08-29 06:00:00,30.7,-55.3,100,960,HU,923,AL072016,False,False,False,False
2016,AL07,GASTON,2016-08-29 12:00:00,30.8,-55.4,95,964,HU,912,AL072016,False,False,False,False
2016,AL07,GASTON,2016-08-29 18:00:00,31.1,-55.4,90,967,HU,905,AL072016,False,False,False,False
2016,AL07,GASTON,2016-08-30 00:00:00,31.4,-54.9,85,970,HU,946,AL072016,False,False,False,False
2016,AL07,GASTON,2016-08-30 06:00:00,31.7,-54.4,85,970,HU,989,AL072016,False,False,False,False
2016,AL07,GASTON,2016-08-30 12:00:00,32.0,-53.5,85,968,HU,1070,AL072016,False,False,False,False
2016,AL07,GASTON,2016-08-30 18:00:00,32.4,-52.5,95,963,HU,1161,AL072016,False,False,False,False
2016,AL07,GASTON,2016-08-31 00:00:00,32.7,-51.5,105,955,HU,1254,AL072016,False,False,False,False
2016,AL07,GASTON,2016-08-31 06:00:00,33.1,-50.5,105,955,HU,1347,AL072016,False,False,False,False
2016,AL07,GASTON,2016-08-31 12:00:00,33.7,-49.2,100,960,HU,1469,AL072016,False,False,False,False
2016,AL07,GASTON,2016-08-31 18:00:00,34.5,-47.9,95,965,HU,1422,AL072016,False,False,False,False
2016,AL07,GASTON,2016-09-01 00:00:00,35.5,-46.3,90,969,HU,1366,AL072016,False,False,False,False
2016,AL07,GASTON,2016-09-01 06:00:00,36.3,-44.3,85,973,HU,1197,AL072016,False,False,False,False
2016,AL07,GASTON,2016-09-01 12:00:00,37.1,-42.0,80,976,HU,974,AL072016,False,False,False,False
2016,AL07,GASTON,2016-09-01 18:00:00,37.8,-39.5,75,981,HU,741,AL072016,False,False,False,False
2016,AL07,GASTON,2016-09-02 00:00:00,38.2,-37.0,70,985,HU,518,AL072016,False,False,False,False
2016,AL07,GASTON,2016-09-02 06:00:00,38.5,-35.0,65,988,HU,342,AL072016,False,False,False,False
2016,AL07,GASTON,2016-09-02 12:00:00,38.9,-33.0,60,992,TS,163,AL072016,False,False,False,True
2016,AL09,HERMINE,2016-08-30 18:00:00,24.0,-87.3,30,1003,TD,272,AL092016,True,False,False,False
2016,AL09,HERMINE,2016-08-31 00:00:00,24.1,-87.8,30,1003,TD,278,AL092016,True,False,False,False
2016,AL09,HERMINE,2016-08-31 06:00:00,24.4,-88.0,35,1003,TS,311,AL092016,True,False,False,False
2016,AL09,HERMINE,2016-08-31 12:00:00,24.8,-87.9,40,1003,TS,356,AL092016,True,False,False,False
2016,AL09,HERMINE,2016-08-31 18:00:00,25.1,-87.7,45,1002,TS,390,AL092016,True,False,False,False
2016,AL09,HERMINE,2016-09-01 00:00:00,25.5,-87.2,50,999,TS,438,AL092016,False,False,False,False
2016,AL09,HERMINE,2016-09-01 06:00:00,26.0,-86.8,55,995,TS,414,AL092016,False,False,False,False
2016,AL09,HERMINE,2016-09-01 12:00:00,26.9,-86.2,60,991,TS,322,AL092016,False,False,False,False
2016,AL09,HERMINE,2016-09-01 18:00:00,27.9,-85.5,65,988,HU,197,AL092016,False,False,False,True
2016,AL09,HERMINE,2016-09-02 00:00:00,29.0,-84.8,70,983,HU,76,AL092016,False,False,False,True
2016,AL09,HERMINE,2016-09-02 06:00:00,30.3,-84.0,65,982,HU,0,AL092016,False,False,False,True
2016,AL09,HERMINE,2016-09-02 12:00:00,31.4,-82.8,50,989,TS,0,AL092016,False,False,False,True
2016,AL09,HERMINE,2016-09-02 18:00:00,32.4,-81.2,50,990,TS,0,AL092016,False,False,False,True
2016,AL09,HERMINE,2016-09-03 00:00:00,33.6,-79.2,50,991,TS,0,AL092016,False,False,False,True
2016,AL09,HERMINE,2016-09-03 06:00:00,34.9,-77.2,55,993,TS,0,AL092016,False,False,False,True
2016,AL09,HERMINE,2016-09-03 12:00:00,35.8,-75.5,60,995,EX,5,AL092016,False,False,False,True
2016,AL09,HERMINE,2016-09-03 18:00:00,36.0,-74.1,60,997,EX,132,AL092016,False,False,False,True
2016,AL09,HERMINE,2016-09-04 00:00:00,36.3,-72.6,60,998,EX,270,AL092016,False,False,False,False
2016,AL09,HERMINE,2016-09-04 06:00:00,36.7,-71.3,60,998,EX,382,AL092016,False,False,False,False
2016,AL09,HERMINE,2016-09-04 12:00:00,36.9,-70.1,60,998,EX,470,AL092016,False,False,False,False
2016,AL09,HERMINE,2016-09-04 18:00:00,37.0,-69.0,60,998,EX,482,AL092016,False,False,False,False
2016,AL09,HERMINE,2016-09-05 00:00:00,37.2,-68.4,60,997,EX,473,AL092016,False,False,False,False
2016,AL09,HERMINE,2016-09-05 06:00:00,37.8,-68.2,60,996,EX,415,AL092016,False,False,False,False
2016,AL09,HERMINE,2016-09-05 12:00:00,38.6,-68.5,55,995,EX,323,AL092016,False,False,False,False
2016,AL09,HERMINE,2016-09-05 18:00:00,39.2,-69.3,55,995,EX,237,AL092016,False,False,False,True
